"","Trawl_id","specimen_id","species_code","length_mm","sex","weight_g","age","maturity","gonad_g","specimen_subsample_method","specimen_sample_type","age_determination_method","scientific_name","common_name","id_rank","worms","itis","temp","salinity","o2","phyto","npp"
"10562",-5130,176,30020,260,2,212,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10563",-5130,177,30020,210,2,94,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10564",-5130,178,30020,310,2,292,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10565",-5130,182,30020,290,1,284,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10566",-5130,179,30020,170,2,52,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10567",-5130,180,30020,250,2,148,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10568",-5130,181,30020,300,1,316,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10569",-5130,183,30020,250,1,172,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10570",-5130,184,30020,280,1,246,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10571",-5130,185,30020,270,1,274,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10572",-5130,186,30020,310,1,362,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10573",-5130,187,30020,260,1,230,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10574",-5130,188,30020,320,1,416,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10575",-5130,189,30020,240,1,154,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10576",-5130,190,30020,230,1,138,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10577",-5130,191,30020,180,1,58,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10578",-5130,192,30020,210,1,80,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10579",-5130,193,30020,200,1,74,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.61914586459773,33.9452295038682,92.2774453388264,0.0198097710451101,8.24227722441176e-05
"10580",-5132,194,30020,390,2,750,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10581",-5132,195,30020,350,2,578,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10582",-5132,196,30020,400,2,972,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10583",-5132,197,30020,220,2,112,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10584",-5132,198,30020,370,2,622,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10585",-5132,199,30020,360,2,542,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10586",-5132,200,30020,450,1,1212,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10587",-5132,201,30020,480,1,1582,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10588",-5132,202,30020,330,1,472,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10589",-5132,203,30020,360,1,560,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10590",-5132,204,30020,340,1,494,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10591",-5132,205,30020,370,1,586,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10592",-5132,206,30020,410,1,850,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10593",-5132,207,30020,350,1,560,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.9086686760768,34.1095405883037,69.0352641151156,0.0138994756564617,0
"10594",-5149,208,30020,100,3,10,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10595",-5149,209,30020,560,2,2388,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10596",-5149,210,30020,360,2,612,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10597",-5149,211,30020,170,2,46,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10598",-5149,212,30020,270,2,198,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10599",-5149,213,30020,380,2,678,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10600",-5149,214,30020,230,2,138,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10601",-5149,215,30020,360,1,544,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10602",-5149,216,30020,330,1,450,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10603",-5149,217,30020,510,1,1812,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10604",-5149,218,30020,270,1,208,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10605",-5149,219,30020,140,1,30,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10606",-5149,220,30020,320,1,322,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10607",-5149,221,30020,500,1,1678,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.19626455008984,34.0711691323668,59.8946819466959,0.0133422096884149,0
"10608",-5186,222,30020,140,3,24,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10609",-5186,223,30020,90,3,6,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10610",-5186,224,30020,120,3,14,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10611",-5186,225,30020,100,3,6,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10612",-5186,226,30020,240,2,166,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10613",-5186,227,30020,380,2,676,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10614",-5186,228,30020,180,2,54,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10615",-5186,229,30020,260,2,200,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10616",-5186,230,30020,280,2,248,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10617",-5186,231,30020,220,2,102,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10618",-5186,232,30020,300,2,282,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10619",-5186,233,30020,320,2,358,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10620",-5186,234,30020,240,2,136,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10621",-5186,235,30020,190,2,70,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10622",-5186,236,30020,200,2,78,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10623",-5186,237,30020,160,2,38,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10624",-5186,238,30020,260,1,180,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10625",-5186,239,30020,190,1,76,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10626",-5186,240,30020,220,1,100,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10627",-5186,241,30020,240,1,144,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10628",-5186,242,30020,220,1,116,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10629",-5186,243,30020,180,1,90,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10630",-5186,244,30020,200,1,82,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10631",-5186,245,30020,280,1,234,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,4.97473068907857,33.8730022776872,109.697215288737,0.0295962208225025,0.000145965860496345
"10632",-5908,53,20510,600,1,2335,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.22197944521904,34.0144047047943,141.817423181792,0.0852678130593462,0.00164767815169902
"10633",-5908,54,20510,510,1,1346,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.22197944521904,34.0144047047943,141.817423181792,0.0852678130593462,0.00164767815169902
"10634",-5908,55,20510,530,1,1533,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.22197944521904,34.0144047047943,141.817423181792,0.0852678130593462,0.00164767815169902
"10635",-5909,56,20510,510,1,1166,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.24903105199337,33.988972613588,140.072564996594,0.0851002311952725,0.00170740693782573
"10636",-5909,57,20510,390,1,518,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.24903105199337,33.988972613588,140.072564996594,0.0851002311952725,0.00170740693782573
"10637",-5909,58,20510,460,2,840,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.24903105199337,33.988972613588,140.072564996594,0.0851002311952725,0.00170740693782573
"10638",-5912,401,30020,360,1,561,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.29786066710949,33.1637012539431,221.459339098133,0.300385117760795,0.0244780207533241
"10639",-5912,402,30020,330,1,488,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.29786066710949,33.1637012539431,221.459339098133,0.300385117760795,0.0244780207533241
"10640",-5912,403,30020,280,1,232,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.29786066710949,33.1637012539431,221.459339098133,0.300385117760795,0.0244780207533241
"10641",-5914,404,30020,330,2,444,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.75588245689869,33.7349060224369,149.497090085392,0.116224254287775,0.005287484422277
"10642",-5914,405,30020,220,2,126,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.75588245689869,33.7349060224369,149.497090085392,0.116224254287775,0.005287484422277
"10643",-5914,406,30020,290,2,300,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.75588245689869,33.7349060224369,149.497090085392,0.116224254287775,0.005287484422277
"10644",-5914,407,30020,280,2,256,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.75588245689869,33.7349060224369,149.497090085392,0.116224254287775,0.005287484422277
"10645",-5914,408,30020,250,2,184,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.75588245689869,33.7349060224369,149.497090085392,0.116224254287775,0.005287484422277
"10646",-5914,409,30020,290,1,308,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.75588245689869,33.7349060224369,149.497090085392,0.116224254287775,0.005287484422277
"10647",-5914,410,30020,270,1,226,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.75588245689869,33.7349060224369,149.497090085392,0.116224254287775,0.005287484422277
"10648",-5914,411,30020,200,1,92,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.75588245689869,33.7349060224369,149.497090085392,0.116224254287775,0.005287484422277
"10649",-5914,412,30020,280,1,246,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.75588245689869,33.7349060224369,149.497090085392,0.116224254287775,0.005287484422277
"10650",-5914,413,30020,320,1,386,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.75588245689869,33.7349060224369,149.497090085392,0.116224254287775,0.005287484422277
"10651",-5915,59,20510,480,2,970,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10652",-5915,60,20510,480,2,1000,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10653",-5915,61,20510,460,1,836,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10654",-5915,62,20510,440,1,784,NA,NA,NA,1,1,NA,"Anoplopoma fimbria","sablefish","species",159463,167123,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10655",-5915,414,30020,110,3,18,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10656",-5915,415,30020,100,3,12,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10657",-5915,416,30020,180,2,60,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10658",-5915,417,30020,190,2,74,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10659",-5915,418,30020,210,2,102,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10660",-5915,419,30020,220,1,124,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10661",-5915,420,30020,160,1,40,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.69440597146749,33.8880580756813,135.611201006082,0.0724435794971868,0.00183626395594437
"10662",-5916,437,30020,310,2,310,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10663",-5916,438,30020,220,2,130,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10664",-5916,421,30020,420,1,956,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10665",-5916,422,30020,430,1,984,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10666",-5916,423,30020,410,1,840,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10667",-5916,424,30020,360,1,520,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10668",-5916,425,30020,380,1,608,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10669",-5916,426,30020,340,1,444,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10670",-5916,427,30020,310,1,350,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10671",-5916,428,30020,300,1,308,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10672",-5916,429,30020,250,1,168,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10673",-5916,430,30020,180,1,60,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10674",-5916,431,30020,460,2,1190,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10675",-5916,432,30020,450,2,1050,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10676",-5916,433,30020,550,2,2242,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10677",-5916,434,30020,500,2,1646,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10678",-5916,435,30020,430,2,904,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10679",-5916,436,30020,320,2,366,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,3.71297343447804,34.1868342831731,45.2933187309931,0.0130488743783206,0
"10680",-5918,439,30020,150,3,32,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10681",-5918,440,30020,120,3,20,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10682",-5918,441,30020,70,3,4,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10683",-5918,442,30020,220,1,120,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10684",-5918,446,30020,190,1,66,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10685",-5918,443,30020,330,1,404,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10686",-5918,444,30020,270,1,216,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10687",-5918,445,30020,260,1,206,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10688",-5918,447,30020,240,1,154,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10689",-5918,448,30020,480,2,1338,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10690",-5918,449,30020,400,2,764,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10691",-5918,450,30020,390,2,752,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10692",-5918,451,30020,370,2,574,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
"10693",-5918,452,30020,380,2,640,NA,NA,NA,6,1,NA,"Sebastolobus alascanus","shortspine thornyhead","species",282740,166783,5.65089878439903,34.2392243910581,121.090443431076,0.0433576180151484,0.000394877323384923
